Time (s),Compressor Speed (rpm),Condensor Air Mass Flow (kg/s),Evaporator Air Mass Flow (kg/s),Superheat (°C),Discharge Temperature (°C),Subcooling (°C),Condenser_Pressure (kPa),Evaporator_Pressure (kPa),Compressor_MassFlow (kg/s),EXV_MassFlow (kg/s),Compressor_Power (kW),Total Power (kW),Air Side Cooling Capacity (kW),Ref Side Cooling Capacity (kW)
138.4,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
138.45,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
138.5,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
138.55,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
138.6,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
138.65,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
138.7,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
138.75,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
138.8,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
138.85,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
138.9,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
138.95,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
139,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
139.05,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
139.1,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
139.15,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
139.2,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
139.25,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
139.3,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
139.35,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
139.4,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
139.45,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
139.5,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
139.55,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
139.6,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
139.65,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
139.7,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
139.75,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
139.8,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
139.85,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
139.9,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
139.95,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
140,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
140.05,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
140.1,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
140.15,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
140.2,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
140.25,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
140.3,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
140.35,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
140.4,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
140.45,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
140.5,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
140.55,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
140.6,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
140.65,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
140.7,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
140.75,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
140.8,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
140.85,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
140.9,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
140.95,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
141,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
141.05,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
141.1,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
141.15,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
141.2,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
141.25,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
141.3,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
141.35,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
141.4,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
141.45,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
141.5,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
141.55,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
141.6,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
141.65,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
141.7,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
141.75,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
141.8,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
141.85,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
141.9,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
141.95,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
142,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
142.05,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
142.1,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
142.15,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
142.2,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
142.25,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
142.3,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
142.35,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
142.4,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
142.45,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
142.5,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
142.55,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
142.6,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
142.65,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
142.7,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
142.75,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
142.8,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
142.85,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
142.9,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
142.95,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
143,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
143.05,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
143.1,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
143.15,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
143.2,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
143.25,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
143.3,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
143.35,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
143.4,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
143.45,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
143.5,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
143.55,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
143.6,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
143.65,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
143.7,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
143.75,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
143.8,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
143.85,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
143.9,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
143.95,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
144,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
144.05,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
144.1,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
144.15,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
144.2,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
144.25,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
144.3,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
144.35,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
144.4,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
144.45,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
144.5,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
144.55,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
144.6,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
144.65,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
144.7,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
144.75,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
144.8,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
144.85,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
144.9,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
144.95,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
145,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
145.05,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
145.1,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
145.15,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
145.2,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
145.25,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
145.3,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
145.35,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
145.4,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
145.45,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
145.5,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
145.55,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
145.6,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
145.65,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
145.7,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
145.75,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
145.8,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
145.85,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
145.9,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
145.95,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
146,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
146.05,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
146.1,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
146.15,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
146.2,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
146.25,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
146.3,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
146.35,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
146.4,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
146.45,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
146.5,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
146.55,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
146.6,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
146.65,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
146.7,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
146.75,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
